1000 0.196991
2000 0.236042
3000 0.178001
4000 0.157108
5000 0.130914
6000 0.111194
7000 0.075790
8000 0.074822
9000 0.072721
10000 0.076996
11000 0.084533
12000 0.072778
13000 0.062794
14000 0.059211
15000 0.064034
16000 0.040773
17000 0.052192
18000 0.052413
19000 0.056296
20000 0.054756
21000 0.059670
22000 0.052372
23000 0.035435
24000 0.044029
25000 0.047837
26000 0.050482
27000 0.044316
28000 0.036532
29000 0.036428
30000 0.042312
31000 0.048842
32000 0.029785
33000 0.046518
34000 0.038127
35000 0.043627
36000 0.032501
37000 0.059531
38000 0.044127
39000 0.043232
40000 0.034020
41000 0.033798
42000 0.040512
43000 0.043316
44000 0.035865
45000 0.035822
46000 0.044544
47000 0.027064
48000 0.025362
49000 0.037248
50000 0.034170
51000 0.031491
52000 0.030315
53000 0.039276
54000 0.034014
55000 0.041278
56000 0.041001
57000 0.022598
58000 0.036023
59000 0.031143
60000 0.028190
61000 0.026181
62000 0.025475
63000 0.025708
64000 0.022176
65000 0.025797
66000 0.021978
67000 0.031953
68000 0.022356
69000 0.026910
70000 0.036456
71000 0.027158
72000 0.034571
73000 0.034730
74000 0.024986
75000 0.021810
76000 0.023158
77000 0.022918
78000 0.029609
79000 0.021066
80000 0.030915
81000 0.024160
82000 0.033278
83000 0.028332
84000 0.034277
85000 0.029962
86000 0.025215
87000 0.039018
88000 0.020576
89000 0.033945
90000 0.026068
91000 0.026162
92000 0.034881
93000 0.031737
94000 0.019465
95000 0.021882
96000 0.026176
97000 0.032730
98000 0.016605
99000 0.019426
100000 0.022974
101000 0.020136
102000 0.027393
103000 0.026841
104000 0.024615
105000 0.023899
106000 0.024409
107000 0.022144
108000 0.021089
109000 0.031112
110000 0.026159
111000 0.030909
112000 0.022723
113000 0.025785
114000 0.020838
115000 0.027077
116000 0.016375
117000 0.020891
118000 0.028074
119000 0.023930
120000 0.018273
121000 0.029288
122000 0.020513
123000 0.024229
124000 0.017919
125000 0.020023
126000 0.024006
127000 0.019261
128000 0.028785
129000 0.028326
130000 0.018602
131000 0.010458
132000 0.025705
133000 0.025045
134000 0.026918
135000 0.013751
136000 0.037521
137000 0.022922
138000 0.019415
139000 0.018679
140000 0.033010
141000 0.014446
142000 0.012630
143000 0.020661
144000 0.019037
145000 0.019639
146000 0.017615
147000 0.032459
148000 0.022282
149000 0.013679
150000 0.020834
151000 0.036447
152000 0.017671
153000 0.017178
154000 0.012497
155000 0.025865
156000 0.021498
157000 0.022244
158000 0.014953
159000 0.018447
160000 0.019758
161000 0.021606
162000 0.027568
163000 0.013072
164000 0.017771
165000 0.019938
166000 0.017738
167000 0.021187
168000 0.021923
169000 0.035535
170000 0.025390
171000 0.022973
172000 0.018081
173000 0.017840
174000 0.023639
175000 0.008616
