0, 0.196991
1, 0.236042
2, 0.178001
3, 0.157108
4, 0.130914
5, 0.111194
6, 0.075790
7, 0.074822
8, 0.072721
9, 0.076996
10, 0.084533
11, 0.072778
12, 0.062794
13, 0.059211
14, 0.064034
15, 0.040773
16, 0.052192
17, 0.052413
18, 0.056296
19, 0.054756
20, 0.059670
21, 0.052372
22, 0.035435
23, 0.044029
24, 0.047837
25, 0.050482
26, 0.044316
27, 0.036532
28, 0.036428
29, 0.042312
30, 0.048842
31, 0.029785
32, 0.046518
33, 0.038127
34, 0.043627
35, 0.032501
36, 0.059531
37, 0.044127
38, 0.043232
39, 0.034020
40, 0.033798
41, 0.040512
42, 0.043316
43, 0.035865
44, 0.035822
45, 0.044544
46, 0.027064
47, 0.025362
48, 0.037248
49, 0.034170
50, 0.031491
51, 0.030315
52, 0.039276
53, 0.034014
54, 0.041278
55, 0.041001
56, 0.022598
57, 0.036023
58, 0.031143
59, 0.028190
60, 0.026181
61, 0.025475
62, 0.025708
63, 0.022176
64, 0.025797
65, 0.021978
66, 0.031953
67, 0.022356
68, 0.026910
69, 0.036456
70, 0.027158
71, 0.034571
72, 0.034730
73, 0.024986
74, 0.021810
75, 0.023158
76, 0.022918
77, 0.029609
78, 0.021066
79, 0.030915
80, 0.024160
81, 0.033278
82, 0.028332
83, 0.034277
84, 0.029962
85, 0.025215
86, 0.039018
87, 0.020576
88, 0.033945
89, 0.026068
90, 0.026162
91, 0.034881
92, 0.031737
93, 0.019465
94, 0.021882
95, 0.026176
96, 0.032730
97, 0.016605
98, 0.019426
99, 0.022974
100, 0.020136
101, 0.027393
102, 0.026841
103, 0.024615
104, 0.023899
105, 0.024409
106, 0.022144
107, 0.021089
108, 0.031112
109, 0.026159
110, 0.030909
111, 0.022723
112, 0.025785
113, 0.020838
114, 0.027077
115, 0.016375
116, 0.020891
117, 0.028074
118, 0.023930
119, 0.018273
120, 0.029288
121, 0.020513
122, 0.024229
123, 0.017919
124, 0.020023
125, 0.024006
126, 0.019261
127, 0.028785
128, 0.028326
129, 0.018602
130, 0.010458
131, 0.025705
132, 0.025045
133, 0.026918
134, 0.013751
135, 0.037521
136, 0.022922
137, 0.019415
138, 0.018679
139, 0.033010
140, 0.014446
141, 0.012630
142, 0.020661
143, 0.019037
144, 0.019639
145, 0.017615
146, 0.032459
147, 0.022282
148, 0.013679
149, 0.020834
150, 0.036447
151, 0.017671
152, 0.017178
153, 0.012497
154, 0.025865
155, 0.021498
156, 0.022244
157, 0.014953
158, 0.018447
159, 0.019758
160, 0.021606
161, 0.027568
162, 0.013072
163, 0.017771
164, 0.019938
165, 0.017738
166, 0.021187
167, 0.021923
168, 0.035535
169, 0.025390
170, 0.022973
171, 0.018081
172, 0.017840
173, 0.023639
174, 0.008616
